Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
546-84-5095,C,Naypyitaw,Member,Female,Home and lifestyle,49.64,8,19.856,416.976,2/1/2019,19:30,Cash,397.12,4.761904762,19.856,8.9
718-55-3439,C,Naypyitaw,Member,Male,Health and beauty,40.27,10,20.135,422.835,2/25/2019,19:13,Ewallet,402.7,4.761904762,20.135,6.8
813-27-3020,C,Naypyitaw,Member,Female,Home and lifestyle,19.11,1,0.9555,20.0655,2/4/2019,12:31,Cash,19.11,4.761904762,0.9555,7.7
721-73-9589,C,Naypyitaw,Normal,Female,Fashion accessories,44.06,5,11.015,231.315,1/6/2019,14:41,Ewallet,220.3,4.761904762,11.015,6.2
738-12-8645,C,Naypyitaw,Member,Female,Electronic accessories,73.58,6,22.074,463.554,1/1/2019,15:34,Credit card,441.48,4.761904762,22.074,5.5
472-10-6210,B,Mandalay,Member,Female,Home and lifestyle,90.98,7,31.843,668.703,1/10/2019,20:31,Cash,636.86,4.761904762,31.843,8.7
253-47-5238,A,Yangon,Member,Male,Health and beauty,56.11,7,19.6385,412.4085,1/10/2019,10:53,Cash,392.77,4.761904762,19.6385,7.6
166-85-5592,C,Naypyitaw,Member,Female,Health and beauty,41.22,6,12.366,259.686,2/26/2019,15:13,Credit card,247.32,4.761904762,12.366,7.8
967-51-6353,B,Mandalay,Normal,Male,Health and beauty,33.67,4,6.734,141.414,2/19/2019,12:37,Credit card,134.68,4.761904762,6.734,9.5
830-28-9179,B,Mandalay,Member,Female,Food and beverages,54.94,2,5.494,115.374,2/12/2019,12:18,Credit card,109.88,4.761904762,5.494,5.2
265-98-6754,A,Yangon,Normal,Female,Fashion accessories,20.24,5,5.06,106.26,3/5/2019,18:58,Cash,101.2,4.761904762,5.06,6.0
566-28-6121,C,Naypyitaw,Member,Male,Health and beauty,64.91,3,9.7365,204.4665,1/2/2019,12:15,Credit card,194.73,4.761904762,9.7365,7.2
597-97-8512,A,Yangon,Normal,Female,Electronic accessories,74.72,6,22.416,470.736,1/26/2019,18:52,Cash,448.32,4.761904762,22.416,6.0
534-44-4483,C,Naypyitaw,Member,Male,Electronic accessories,67.85,8,27.14,569.94,3/12/2019,20:37,Credit card,542.8,4.761904762,27.14,8.3
440-11-1325,A,Yangon,Member,Female,Health and beauty,51.05,6,15.315,321.615,3/23/2019,18:12,Credit card,306.3,4.761904762,15.315,6.7
775-32-4701,A,Yangon,Normal,Female,Sports and travel,68.17,6,20.451,429.471,2/11/2019,11:45,Ewallet,409.02,4.761904762,20.451,5.3
727-64-4243,C,Naypyitaw,Normal,Male,Food and beverages,48.08,1,2.404,50.484,1/9/2019,11:14,Ewallet,48.08,4.761904762,2.404,7.1
776-24-5253,A,Yangon,Normal,Female,Sports and travel,43.99,7,15.3965,323.3265,3/14/2019,14:15,Ewallet,307.93,4.761904762,15.3965,7.3
195-57-1855,A,Yangon,Member,Female,Home and lifestyle,83.31,5,20.8275,437.3775,3/22/2019,16:20,Ewallet,416.55,4.761904762,20.8275,8.6
946-68-3208,B,Mandalay,Member,Male,Sports and travel,51.67,2,5.167,108.507,2/9/2019,18:40,Cash,103.34,4.761904762,5.167,7.6
650-41-5666,C,Naypyitaw,Normal,Female,Health and beauty,68.96,3,10.344,217.224,1/24/2019,14:23,Ewallet,206.88,4.761904762,10.344,7.8
250-54-1960,A,Yangon,Member,Male,Health and beauty,11.46,8,4.584,96.264,1/5/2019,11:34,Cash,91.68,4.761904762,4.584,7.5
237-61-5504,A,Yangon,Normal,Female,Fashion accessories,74.98,10,37.49,787.29,2/24/2019,20:33,Ewallet,749.8,4.761904762,37.49,6.7
363-15-4811,C,Naypyitaw,Normal,Male,Food and beverages,71.44,6,21.432,450.072,3/23/2019,19:11,Ewallet,428.64,4.761904762,21.432,5.8
932-73-1522,C,Naypyitaw,Normal,Female,Fashion accessories,52.54,10,26.27,551.67,3/4/2019,17:13,Cash,525.4,4.761904762,26.27,7.5
943-47-6181,B,Mandalay,Normal,Female,Fashion accessories,62.06,2,6.206,130.326,1/31/2019,17:18,Cash,124.12,4.761904762,6.206,6.4
100-37-8074,A,Yangon,Normal,Male,Sports and travel,68.05,3,10.2075,214.3575,3/1/2019,20:13,Cash,204.15,4.761904762,10.2075,9.8
397-24-1815,A,Yangon,Member,Male,Fashion accessories,40.43,10,20.215,424.515,3/17/2019,15:55,Credit card,404.3,4.761904762,20.215,9.3
931-82-1395,A,Yangon,Member,Female,Home and lifestyle,59.85,2,5.985,125.685,2/14/2019,11:22,Credit card,119.7,4.761904762,5.985,8.0
931-83-4238,A,Yangon,Normal,Female,Health and beauty,40.44,7,14.154,297.234,3/16/2019,16:24,Cash,283.08,4.761904762,14.154,7.6
690-32-3247,C,Naypyitaw,Member,Male,Health and beauty,44.04,3,6.606,138.726,2/7/2019,14:40,Ewallet,132.12,4.761904762,6.606,6.8
742-28-4196,A,Yangon,Member,Male,Health and beauty,75.28,4,15.056,316.176,2/2/2019,18:47,Ewallet,301.12,4.761904762,15.056,4.8
421-23-8454,B,Mandalay,Member,Male,Health and beauty,72.54,5,18.135,380.835,2/23/2019,18:41,Credit card,362.7,4.761904762,18.135,6.6
705-86-5714,C,Naypyitaw,Normal,Female,Home and lifestyle,37.29,4,7.458,156.618,2/13/2019,15:33,Cash,149.16,4.761904762,7.458,7.1
257-34-4180,B,Mandalay,Normal,Male,Food and beverages,31.8,9,14.31,300.51,3/29/2019,14:58,Credit card,286.2,4.761904762,14.31,7.4
946-31-7237,A,Yangon,Normal,Female,Food and beverages,33.38,10,16.69,350.49,2/18/2019,14:53,Cash,333.8,4.761904762,16.69,7.8
210-95-6817,C,Naypyitaw,Member,Male,Sports and travel,71.19,6,21.357,448.497,2/6/2019,16:12,Ewallet,427.14,4.761904762,21.357,8.5
487-40-4190,C,Naypyitaw,Member,Female,Health and beauty,37.0,6,11.1,233.1,2/7/2019,17:09,Cash,222.0,4.761904762,11.1,5.8
302-63-8793,C,Naypyitaw,Normal,Male,Food and beverages,51.42,1,2.571,53.991,2/21/2019,15:23,Credit card,51.42,4.761904762,2.571,5.8
316-76-6095,A,Yangon,Member,Male,Home and lifestyle,63.44,3,9.516,199.836,2/3/2019,15:50,Credit card,190.32,4.761904762,9.516,9.4
795-78-1352,A,Yangon,Normal,Female,Health and beauty,53.41,1,2.6705,56.0805,3/8/2019,20:57,Ewallet,53.41,4.761904762,2.6705,8.3
119-91-2398,C,Naypyitaw,Normal,Female,Electronic accessories,78.18,9,35.181,738.801,2/6/2019,12:42,Cash,703.62,4.761904762,35.181,6.3
616-77-5533,B,Mandalay,Member,Male,Electronic accessories,54.52,3,8.178,171.738,2/6/2019,11:41,Ewallet,163.56,4.761904762,8.178,6.8
105-10-7025,A,Yangon,Member,Male,Electronic accessories,56.15,4,11.23,235.83,2/27/2019,18:14,Credit card,224.6,4.761904762,11.23,6.8
906-40-5894,B,Mandalay,Member,Male,Food and beverages,27.41,9,12.3345,259.0245,1/6/2019,20:35,Ewallet,246.69,4.761904762,12.3345,7.0
939-83-5864,B,Mandalay,Normal,Male,Food and beverages,63.31,8,25.324,531.804,3/2/2019,16:11,Credit card,506.48,4.761904762,25.324,7.8
689-95-8169,C,Naypyitaw,Normal,Male,Food and beverages,31.2,7,10.92,229.32,2/17/2019,14:32,Ewallet,218.4,4.761904762,10.92,10.0
473-71-3959,A,Yangon,Member,Female,Health and beauty,61.3,1,3.065,64.365,2/12/2019,13:11,Cash,61.3,4.761904762,3.065,7.3
927-18-3029,C,Naypyitaw,Normal,Male,Food and beverages,43.72,6,13.116,275.436,3/8/2019,15:04,Cash,262.32,4.761904762,13.116,8.1
411-27-6354,A,Yangon,Member,Female,Sports and travel,39.05,6,11.715,246.015,3/11/2019,10:58,Ewallet,234.3,4.761904762,11.715,4.1
740-89-5512,B,Mandalay,Member,Male,Electronic accessories,49.04,4,9.808,205.968,3/18/2019,15:53,Credit card,196.16,4.761904762,9.808,6.1
658-63-1030,B,Mandalay,Normal,Male,Sports and travel,82.89,8,33.156,696.276,2/5/2019,12:41,Credit card,663.12,4.761904762,33.156,9.1
736-12-5926,A,Yangon,Member,Female,Home and lifestyle,53.63,10,26.815,563.115,2/1/2019,12:37,Credit card,536.3,4.761904762,26.815,7.7
998-80-5557,A,Yangon,Member,Male,Home and lifestyle,31.84,3,4.776,100.296,3/7/2019,16:14,Ewallet,95.52,4.761904762,4.776,4.0
386-84-8730,B,Mandalay,Normal,Female,Health and beauty,60.5,4,12.1,254.1,2/23/2019,20:34,Credit card,242.0,4.761904762,12.1,8.1
430-19-6239,C,Naypyitaw,Member,Male,Home and lifestyle,47.37,4,9.474,198.954,2/28/2019,12:44,Cash,189.48,4.761904762,9.474,10.0
669-93-9010,B,Mandalay,Normal,Female,Health and beauty,117.17,9,52.7265,1107.2565,2/21/2019,20:32,Cash,1054.53,4.761904762,52.7265,4.0
305-32-9971,C,Naypyitaw,Member,Female,Health and beauty,60.13,1,3.0065,63.1365,3/12/2019,15:16,Cash,60.13,4.761904762,3.0065,9.6
393-50-3748,C,Naypyitaw,Member,Female,Health and beauty,48.15,9,21.6675,455.0175,1/19/2019,20:23,Cash,433.35,4.761904762,21.6675,4.0
453-60-3631,B,Mandalay,Member,Male,Fashion accessories,77.56,8,31.024,651.504,2/22/2019,14:50,Ewallet,620.48,4.761904762,31.024,8.6
471-41-1971,C,Naypyitaw,Member,Male,Electronic accessories,26.86,5,6.715,141.015,1/16/2019,20:15,Cash,134.3,4.761904762,6.715,7.0
807-89-5427,A,Yangon,Member,Male,Home and lifestyle,51.7,6,15.51,325.71,2/8/2019,17:57,Ewallet,310.2,4.761904762,15.51,4.0
284-67-5806,A,Yangon,Member,Female,Electronic accessories,95.9,9,43.155,906.255,3/2/2019,17:45,Ewallet,863.1,4.761904762,43.155,7.7
595-62-7460,C,Naypyitaw,Normal,Male,Fashion accessories,49.91,8,19.964,419.244,2/16/2019,16:53,Ewallet,399.28,4.761904762,19.964,8.9
136-18-1861,C,Naypyitaw,Member,Male,Sports and travel,26.8,3,4.02,84.42,2/6/2019,14:30,Ewallet,80.4,4.761904762,4.02,7.6
239-96-7569,A,Yangon,Member,Male,Fashion accessories,44.87,1,2.2435,47.1135,3/22/2019,15:13,Credit card,44.87,4.761904762,2.2435,8.0
697-72-1302,B,Mandalay,Member,Male,Electronic accessories,86.18,7,30.163,633.423,3/12/2019,19:02,Cash,603.26,4.761904762,30.163,6.3
291-80-5164,B,Mandalay,Member,Male,Health and beauty,61.77,2,6.177,129.717,2/19/2019,18:32,Ewallet,123.54,4.761904762,6.177,4.0
557-76-1676,C,Naypyitaw,Member,Male,Sports and travel,42.9,1,2.145,45.045,3/27/2019,10:23,Credit card,42.9,4.761904762,2.145,8.1
817-70-4632,B,Mandalay,Normal,Male,Electronic accessories,47.67,10,23.835,500.535,2/9/2019,17:06,Credit card,476.7,4.761904762,23.835,9.9
548-16-2844,B,Mandalay,Member,Female,Food and beverages,34.93,5,8.7325,183.3825,3/13/2019,19:55,Credit card,174.65,4.761904762,8.7325,8.9
321-88-2014,B,Mandalay,Normal,Male,Fashion accessories,58.5,7,20.475,429.975,1/17/2019,18:58,Credit card,409.5,4.761904762,20.475,4.0
361-21-3560,B,Mandalay,Normal,Male,Home and lifestyle,74.09,3,11.1135,233.3835,1/28/2019,15:22,Credit card,222.27,4.761904762,11.1135,4.4
109-34-7512,B,Mandalay,Member,Female,Fashion accessories,70.94,2,7.094,148.974,2/2/2019,13:40,Cash,141.88,4.761904762,7.094,5.5
789-43-7354,C,Naypyitaw,Member,Female,Sports and travel,66.21,1,3.3105,69.5205,1/11/2019,17:24,Credit card,66.21,4.761904762,3.3105,4.3
656-90-8240,B,Mandalay,Member,Male,Electronic accessories,36.03,4,7.206,151.326,2/16/2019,17:29,Credit card,144.12,4.761904762,7.206,7.0
306-62-8076,A,Yangon,Normal,Female,Home and lifestyle,26.1,1,1.305,27.405,1/19/2019,14:37,Ewallet,26.1,4.761904762,1.305,7.6
374-61-4601,A,Yangon,Member,Female,Health and beauty,64.6,5,16.15,339.15,2/28/2019,14:24,Credit card,323.0,4.761904762,16.15,4.5
377-27-1319,C,Naypyitaw,Normal,Female,Food and beverages,20.78,4,4.156,87.276,1/19/2019,14:48,Credit card,83.12,4.761904762,4.156,8.3
774-82-6864,C,Naypyitaw,Normal,Female,Health and beauty,50.94,6,15.282,320.922,1/12/2019,10:11,Credit card,305.64,4.761904762,15.282,8.0
316-11-6685,A,Yangon,Normal,Female,Electronic accessories,65.47,6,19.641,412.461,3/28/2019,10:40,Credit card,392.82,4.761904762,19.641,6.0
279-58-9731,A,Yangon,Normal,Male,Sports and travel,37.52,4,7.504,157.584,3/2/2019,10:58,Cash,150.08,4.761904762,7.504,6.7
104-61-9948,B,Mandalay,Normal,Male,Health and beauty,36.56,5,9.14,191.94,3/26/2019,14:51,Cash,182.8,4.761904762,9.14,4.0
400-82-8452,A,Yangon,Member,Female,Health and beauty,53.31,1,2.6655,55.9755,2/15/2019,15:02,Cash,53.31,4.761904762,2.6655,6.4
537-37-7122,C,Naypyitaw,Member,Female,Food and beverages,54.07,4,10.814,227.094,1/4/2019,14:06,Credit card,216.28,4.761904762,10.814,7.0
656-52-2734,A,Yangon,Member,Male,Health and beauty,74.11,10,37.055,778.155,2/23/2019,20:37,Credit card,741.1,4.761904762,37.055,7.3
769-28-2208,A,Yangon,Normal,Male,Home and lifestyle,60.93,10,30.465,639.765,2/22/2019,12:55,Credit card,609.3,4.761904762,30.465,7.6
160-49-2080,C,Naypyitaw,Normal,Female,Electronic accessories,61.33,5,15.3325,321.9825,1/2/2019,14:50,Credit card,306.65,4.761904762,15.3325,7.4
401-31-5136,A,Yangon,Normal,Male,Electronic accessories,46.57,10,23.285,488.985,3/19/2019,12:54,Credit card,465.7,4.761904762,23.285,6.5
799-50-6013,A,Yangon,Member,Female,Electronic accessories,40.72,6,12.216,256.536,2/27/2019,13:08,Ewallet,244.32,4.761904762,12.216,7.5
228-20-9787,A,Yangon,Normal,Female,Food and beverages,35.8,2,3.58,75.18,3/9/2019,16:31,Credit card,71.6,4.761904762,3.58,8.7
657-11-6085,A,Yangon,Normal,Female,Fashion accessories,59.38,9,26.721,561.141,2/16/2019,13:43,Ewallet,534.42,4.761904762,26.721,6.8
109-16-4360,A,Yangon,Normal,Female,Health and beauty,61.06,5,15.265,320.565,2/27/2019,13:37,Cash,305.3,4.761904762,15.265,7.5
690-65-8118,A,Yangon,Normal,Female,Fashion accessories,14.2,7,4.97,104.37,1/25/2019,17:46,Ewallet,99.4,4.761904762,4.97,6.7
261-27-5798,A,Yangon,Member,Female,Sports and travel,43.86,7,15.351,322.371,3/29/2019,19:12,Cash,307.02,4.761904762,15.351,5.9
880-74-7022,A,Yangon,Member,Female,Sports and travel,79.68,4,15.936,334.656,2/8/2019,12:27,Cash,318.72,4.761904762,15.936,7.9
184-88-9858,B,Mandalay,Normal,Female,Food and beverages,46.43,8,18.572,390.012,1/16/2019,11:26,Ewallet,371.44,4.761904762,18.572,6.0
623-39-6962,C,Naypyitaw,Member,Female,Food and beverages,19.49,6,5.847,122.787,1/6/2019,12:56,Cash,116.94,4.761904762,5.847,7.6
677-92-1996,B,Mandalay,Member,Male,Food and beverages,87.4,4,17.48,367.08,3/1/2019,16:12,Credit card,349.6,4.761904762,17.48,7.0
563-73-4140,A,Yangon,Member,Female,Home and lifestyle,49.48,3,7.422,155.862,3/29/2019,20:19,Ewallet,148.44,4.761904762,7.422,6.5
855-15-1947,B,Mandalay,Member,Male,Sports and travel,64.92,8,25.968,545.328,3/22/2019,11:01,Credit card,519.36,4.761904762,25.968,6.4
810-21-4766,C,Naypyitaw,Normal,Female,Electronic accessories,67.19,3,10.0785,211.6485,3/6/2019,10:09,Ewallet,201.57,4.761904762,10.0785,6.1
352-71-1107,C,Naypyitaw,Normal,Female,Health and beauty,48.38,2,4.838,101.598,3/30/2019,15:58,Ewallet,96.76,4.761904762,4.838,4.2
420-97-4319,A,Yangon,Member,Male,Sports and travel,44.9,9,20.205,424.305,3/8/2019,20:50,Ewallet,404.1,4.761904762,20.205,7.6
637-97-6467,A,Yangon,Member,Male,Health and beauty,93.19,4,18.638,391.398,2/2/2019,16:15,Cash,372.76,4.761904762,18.638,7.4
778-95-6554,A,Yangon,Member,Male,Electronic accessories,78.06,7,27.321,573.741,2/25/2019,20:42,Credit card,546.42,4.761904762,27.321,8.4
847-55-8327,A,Yangon,Normal,Female,Health and beauty,69.79,8,27.916,586.236,1/8/2019,17:35,Cash,558.32,4.761904762,27.916,6.1
677-40-6023,B,Mandalay,Normal,Male,Electronic accessories,70.37,9,31.6665,664.9965,1/22/2019,10:54,Credit card,633.33,4.761904762,31.6665,10.0
401-45-3625,B,Mandalay,Normal,Male,Sports and travel,39.94,7,13.979,293.559,2/9/2019,14:18,Cash,279.58,4.761904762,13.979,6.3
541-40-6633,A,Yangon,Member,Female,Sports and travel,81.0,8,32.4,680.4,1/20/2019,18:59,Credit card,648.0,4.761904762,32.4,5.5
432-53-2259,B,Mandalay,Member,Female,Home and lifestyle,34.82,9,15.669,329.049,3/27/2019,15:22,Credit card,313.38,4.761904762,15.669,5.3
447-41-9648,B,Mandalay,Member,Male,Health and beauty,60.1,10,30.05,631.05,3/30/2019,12:43,Cash,601.0,4.761904762,30.05,4.0
501-11-3783,A,Yangon,Normal,Male,Home and lifestyle,20.49,1,1.0245,21.5145,2/5/2019,11:23,Ewallet,20.49,4.761904762,1.0245,9.6
755-24-2466,C,Naypyitaw,Member,Female,Home and lifestyle,13.26,8,5.304,111.384,3/7/2019,17:40,Ewallet,106.08,4.761904762,5.304,9.3
435-41-5327,A,Yangon,Normal,Female,Food and beverages,50.73,2,5.073,106.533,2/8/2019,15:20,Cash,101.46,4.761904762,5.073,8.0
130-74-2925,C,Naypyitaw,Normal,Female,Sports and travel,43.44,9,19.548,410.508,1/14/2019,16:50,Cash,390.96,4.761904762,19.548,5.4
739-60-2824,A,Yangon,Member,Male,Home and lifestyle,14.19,1,0.7095,14.8995,2/2/2019,14:38,Ewallet,14.19,4.761904762,0.7095,10.0
522-13-7315,C,Naypyitaw,Member,Male,Home and lifestyle,59.73,3,8.9595,188.1495,1/23/2019,13:17,Credit card,179.19,4.761904762,8.9595,6.4
373-44-2414,C,Naypyitaw,Member,Male,Fashion accessories,90.16,2,9.016,189.336,2/1/2019,17:57,Credit card,180.32,4.761904762,9.016,6.5
428-45-3024,C,Naypyitaw,Member,Female,Food and beverages,70.01,7,24.5035,514.5735,1/21/2019,10:42,Ewallet,490.07,4.761904762,24.5035,9.4
980-34-2629,C,Naypyitaw,Member,Male,Home and lifestyle,45.37,1,2.2685,47.6385,1/12/2019,14:25,Ewallet,45.37,4.761904762,2.2685,8.1
592-38-5085,C,Naypyitaw,Normal,Male,Home and lifestyle,50.16,1,2.508,52.668,1/22/2019,14:08,Ewallet,50.16,4.761904762,2.508,10.0
751-16-5582,B,Mandalay,Member,Female,Health and beauty,70.98,6,21.294,447.174,3/23/2019,18:58,Cash,425.88,4.761904762,21.294,7.4
119-13-1832,C,Naypyitaw,Member,Female,Fashion accessories,72.2,10,36.1,758.1,1/9/2019,18:45,Credit card,722.0,4.761904762,36.1,6.3
245-41-9416,A,Yangon,Normal,Female,Electronic accessories,53.82,6,16.146,339.066,2/1/2019,14:40,Cash,322.92,4.761904762,16.146,5.9
914-19-9919,B,Mandalay,Normal,Male,Electronic accessories,60.62,5,15.155,318.255,2/19/2019,12:49,Ewallet,303.1,4.761904762,15.155,4.0
670-59-8130,B,Mandalay,Member,Male,Fashion accessories,57.41,7,20.0935,421.9635,2/3/2019,12:36,Cash,401.87,4.761904762,20.0935,6.5
535-33-5766,C,Naypyitaw,Normal,Male,Food and beverages,54.97,6,16.491,346.311,2/18/2019,12:13,Ewallet,329.82,4.761904762,16.491,8.9
751-70-2528,B,Mandalay,Normal,Male,Health and beauty,52.6,4,10.52,220.92,1/5/2019,13:14,Cash,210.4,4.761904762,10.52,8.0
943-35-8378,B,Mandalay,Normal,Female,Health and beauty,52.84,6,15.852,332.892,3/1/2019,18:04,Cash,317.04,4.761904762,15.852,7.0
380-15-9966,B,Mandalay,Normal,Male,Health and beauty,79.84,1,3.992,83.832,2/22/2019,10:03,Cash,79.84,4.761904762,3.992,5.3
629-29-1002,A,Yangon,Member,Female,Sports and travel,79.77,3,11.9655,251.2755,3/4/2019,10:43,Cash,239.31,4.761904762,11.9655,7.4
216-25-9330,A,Yangon,Normal,Female,Health and beauty,63.59,7,22.2565,467.3865,2/22/2019,15:51,Credit card,445.13,4.761904762,22.2565,8.7
259-24-8539,B,Mandalay,Member,Female,Fashion accessories,82.94,4,16.588,348.348,2/11/2019,12:09,Ewallet,331.76,4.761904762,16.588,7.7
890-28-6853,B,Mandalay,Normal,Male,Fashion accessories,45.04,1,2.252,47.292,2/3/2019,19:34,Credit card,45.04,4.761904762,2.252,7.3
580-61-3801,A,Yangon,Normal,Male,Sports and travel,87.21,2,8.721,183.141,1/22/2019,18:07,Ewallet,174.42,4.761904762,8.721,5.6
775-88-7533,B,Mandalay,Member,Male,Sports and travel,67.77,9,30.4965,640.4265,2/16/2019,18:24,Ewallet,609.93,4.761904762,30.4965,8.4
911-19-6912,B,Mandalay,Member,Male,Electronic accessories,118.88,4,23.776,499.296,1/3/2019,15:47,Credit card,475.52,4.761904762,23.776,4.0
998-57-9476,A,Yangon,Normal,Male,Health and beauty,33.54,1,1.677,35.217,2/1/2019,14:48,Credit card,33.54,4.761904762,1.677,7.6
413-89-9448,B,Mandalay,Normal,Male,Food and beverages,32.59,8,13.036,273.756,3/4/2019,14:56,Ewallet,260.72,4.761904762,13.036,10.0
659-72-5704,C,Naypyitaw,Member,Female,Health and beauty,62.54,6,18.762,394.002,1/11/2019,12:18,Cash,375.24,4.761904762,18.762,4.4
384-57-9660,A,Yangon,Normal,Female,Health and beauty,62.15,5,15.5375,326.2875,1/7/2019,16:56,Credit card,310.75,4.761904762,15.5375,6.6
113-28-5494,C,Naypyitaw,Normal,Female,Electronic accessories,95.1,9,42.795,898.695,3/2/2019,19:47,Credit card,855.9,4.761904762,42.795,7.0
405-65-4244,C,Naypyitaw,Normal,Male,Health and beauty,42.97,4,8.594,180.474,2/7/2019,12:20,Cash,171.88,4.761904762,8.594,6.2
692-19-3988,B,Mandalay,Member,Male,Home and lifestyle,66.29,6,19.887,417.627,3/15/2019,10:19,Ewallet,397.74,4.761904762,19.887,8.7
722-51-7422,A,Yangon,Member,Male,Food and beverages,65.92,8,26.368,553.728,3/26/2019,16:06,Cash,527.36,4.761904762,26.368,7.8
672-39-4854,B,Mandalay,Normal,Male,Food and beverages,57.68,7,20.188,423.948,3/27/2019,14:55,Ewallet,403.76,4.761904762,20.188,7.2
967-95-1320,C,Naypyitaw,Member,Male,Sports and travel,40.7,3,6.105,128.205,2/9/2019,18:12,Ewallet,122.1,4.761904762,6.105,8.3
734-53-1011,B,Mandalay,Normal,Female,Food and beverages,70.34,7,24.619,516.999,1/26/2019,19:16,Cash,492.38,4.761904762,24.619,7.0
670-12-3869,C,Naypyitaw,Member,Male,Home and lifestyle,72.13,8,28.852,605.892,2/26/2019,20:24,Credit card,577.04,4.761904762,28.852,10.0
720-82-4713,B,Mandalay,Normal,Male,Food and beverages,55.79,2,5.579,117.159,2/28/2019,14:08,Ewallet,111.58,4.761904762,5.579,7.2
827-84-5027,B,Mandalay,Member,Female,Home and lifestyle,53.68,2,5.368,112.728,2/27/2019,19:48,Credit card,107.36,4.761904762,5.368,7.3
255-68-1124,A,Yangon,Member,Female,Electronic accessories,64.07,7,22.4245,470.9145,1/31/2019,11:41,Credit card,448.49,4.761904762,22.4245,4.1
903-44-7839,C,Naypyitaw,Normal,Female,Fashion accessories,50.58,2,5.058,106.218,1/7/2019,14:09,Credit card,101.16,4.761904762,5.058,6.0
761-52-9744,A,Yangon,Normal,Male,Electronic accessories,71.53,9,32.1885,675.9585,1/21/2019,12:09,Ewallet,643.77,4.761904762,32.1885,8.9
815-88-1845,C,Naypyitaw,Normal,Female,Health and beauty,55.56,2,5.556,116.676,1/16/2019,20:01,Cash,111.12,4.761904762,5.556,4.7
535-94-8314,C,Naypyitaw,Normal,Male,Electronic accessories,44.73,10,22.365,469.665,1/12/2019,16:56,Ewallet,447.3,4.761904762,22.365,4.0
508-16-3539,A,Yangon,Normal,Male,Home and lifestyle,31.13,7,10.8955,228.8055,3/25/2019,14:26,Ewallet,217.91,4.761904762,10.8955,7.0
614-67-9317,B,Mandalay,Normal,Female,Home and lifestyle,36.46,5,9.115,191.415,1/2/2019,11:39,Ewallet,182.3,4.761904762,9.115,9.3
183-45-3448,A,Yangon,Member,Female,Sports and travel,62.0,3,9.3,195.3,2/25/2019,18:08,Ewallet,186.0,4.761904762,9.3,7.0
963-24-2985,C,Naypyitaw,Normal,Male,Fashion accessories,51.51,4,10.302,216.342,3/26/2019,17:13,Ewallet,206.04,4.761904762,10.302,6.4
367-19-6790,A,Yangon,Normal,Female,Electronic accessories,63.88,8,25.552,536.592,2/4/2019,19:32,Ewallet,511.04,4.761904762,25.552,4.0
571-59-9164,C,Naypyitaw,Member,Male,Sports and travel,67.01,8,26.804,562.884,2/19/2019,14:12,Credit card,536.08,4.761904762,26.804,7.7
489-37-4378,A,Yangon,Member,Male,Electronic accessories,48.71,3,7.3065,153.4365,3/5/2019,11:36,Credit card,146.13,4.761904762,7.3065,8.1
819-57-2522,C,Naypyitaw,Normal,Male,Food and beverages,71.38,6,21.414,449.694,1/31/2019,13:55,Ewallet,428.28,4.761904762,21.414,4.0
720-76-3249,C,Naypyitaw,Member,Female,Health and beauty,50.18,10,25.09,526.89,2/15/2019,16:18,Credit card,501.8,4.761904762,25.09,8.9
600-60-2574,B,Mandalay,Normal,Male,Health and beauty,47.2,3,7.08,148.68,3/16/2019,12:36,Ewallet,141.6,4.761904762,7.08,8.3
108-73-6538,C,Naypyitaw,Normal,Female,Home and lifestyle,58.68,7,20.538,431.298,3/9/2019,10:54,Cash,410.76,4.761904762,20.538,8.9
741-43-5638,C,Naypyitaw,Normal,Male,Sports and travel,24.94,2,2.494,52.374,3/15/2019,19:53,Credit card,49.88,4.761904762,2.494,8.0
982-30-6874,C,Naypyitaw,Member,Female,Food and beverages,30.77,9,13.8465,290.7765,3/30/2019,15:00,Cash,276.93,4.761904762,13.8465,8.1
218-15-9614,A,Yangon,Member,Female,Sports and travel,75.66,2,7.566,158.886,2/5/2019,14:06,Ewallet,151.32,4.761904762,7.566,7.9
216-68-5627,B,Mandalay,Member,Male,Food and beverages,13.73,3,2.0595,43.2495,3/10/2019,16:59,Cash,41.19,4.761904762,2.0595,8.4
827-58-7272,A,Yangon,Member,Male,Home and lifestyle,70.12,5,17.53,368.13,2/25/2019,18:55,Cash,350.6,4.761904762,17.53,4.0
903-83-7495,B,Mandalay,Normal,Male,Health and beauty,82.2,4,16.44,345.24,3/3/2019,10:19,Cash,328.8,4.761904762,16.44,4.4
246-25-5472,A,Yangon,Normal,Female,Health and beauty,48.35,2,4.835,101.535,3/9/2019,14:31,Cash,96.7,4.761904762,4.835,5.7
692-69-8079,B,Mandalay,Member,Male,Health and beauty,60.25,7,21.0875,442.8375,3/10/2019,12:34,Cash,421.75,4.761904762,21.0875,6.7
192-25-2349,B,Mandalay,Member,Female,Electronic accessories,80.14,1,4.007,84.147,3/22/2019,11:40,Ewallet,80.14,4.761904762,4.007,7.6
586-66-2039,B,Mandalay,Normal,Male,Home and lifestyle,41.6,10,20.8,436.8,2/3/2019,10:45,Cash,416.0,4.761904762,20.8,7.5
